student_id,company_name,tech_skills_count,tech_skills_percentage,soft_skills_count,soft_skills_percentage,eligible,readiness_score,prediction
9792,cognizant,1,33.33,1,33.33,1,64.13,Medium
9793,cognizant,2,66.67,1,33.33,1,69.7,Medium
9794,cognizant,1,33.33,2,66.67,1,64.3,Medium
9796,cognizant,1,33.33,2,66.67,1,68.7,Medium
9798,cognizant,1,33.33,2,66.67,1,70.3,Medium
9799,cognizant,1,33.33,2,66.67,1,70.3,Medium
9803,cognizant,1,33.33,2,66.67,1,71.5,Medium
9804,cognizant,1,33.33,2,66.67,1,74.3,Medium
9805,cognizant,2,66.67,2,66.67,1,71.07,Medium
9808,cognizant,2,66.67,2,66.67,1,72.27,Medium
9809,cognizant,2,66.67,2,66.67,1,75.47,High
9812,cognizant,1,33.33,2,66.67,1,74.3,Medium
9813,cognizant,2,66.67,1,33.33,1,67.9,Medium
9821,cognizant,2,66.67,1,33.33,1,69.7,Medium
9822,cognizant,1,33.33,1,33.33,1,61.13,Medium
9823,cognizant,1,33.33,1,33.33,1,66.33,Medium
9825,cognizant,2,66.67,2,66.67,1,72.27,Medium
9826,cognizant,1,33.33,2,66.67,1,67.9,Medium
9829,cognizant,1,33.33,1,33.33,1,66.33,Medium
9833,cognizant,1,33.33,2,66.67,1,68.3,Medium
9835,cognizant,1,33.33,2,66.67,1,68.5,Medium
9839,cognizant,1,33.33,1,33.33,1,65.73,Medium
9840,cognizant,1,33.33,2,66.67,1,73.7,Medium
9845,cognizant,1,33.33,2,66.67,1,67.9,Medium
9846,cognizant,1,33.33,2,66.67,1,66.3,Medium
9847,cognizant,2,66.67,2,66.67,1,74.47,Medium
9848,cognizant,1,33.33,1,33.33,1,65.33,Medium
9851,cognizant,1,33.33,1,33.33,1,65.93,Medium
9852,cognizant,1,33.33,2,66.67,1,69.1,Medium
9855,cognizant,1,33.33,2,66.67,1,66.5,Medium
9857,cognizant,1,33.33,1,33.33,1,64.73,Medium
9860,cognizant,2,66.67,1,33.33,1,72.5,Medium
9862,cognizant,1,33.33,1,33.33,1,64.13,Medium
9864,cognizant,1,33.33,2,66.67,1,73.1,Medium
9865,cognizant,2,66.67,1,33.33,1,66.7,Medium
9867,cognizant,1,33.33,1,33.33,1,65.53,Medium
9868,cognizant,1,33.33,1,33.33,1,66.13,Medium
9873,cognizant,2,66.67,2,66.67,1,74.67,Medium
9874,cognizant,1,33.33,3,100.0,1,77.07,High
9876,cognizant,1,33.33,2,66.67,1,74.9,Medium
9877,cognizant,1,33.33,1,33.33,1,64.13,Medium
9878,cognizant,1,33.33,1,33.33,1,66.93,Medium
9880,cognizant,1,33.33,2,66.67,1,67.7,Medium
9881,cognizant,2,66.67,1,33.33,1,73.5,Medium
9884,cognizant,2,66.67,2,66.67,1,74.47,Medium
9886,cognizant,1,33.33,1,33.33,1,63.93,Medium
9887,cognizant,2,66.67,1,33.33,1,70.3,Medium
9888,cognizant,1,33.33,2,66.67,1,64.7,Medium
9890,cognizant,1,33.33,2,66.67,1,70.9,Medium
9895,cognizant,1,33.33,1,33.33,1,66.33,Medium
9896,cognizant,1,33.33,1,33.33,1,63.93,Medium
9897,cognizant,1,33.33,1,33.33,1,69.33,Medium
9900,cognizant,1,33.33,1,33.33,1,67.53,Medium
9901,cognizant,2,66.67,2,66.67,1,72.07,Medium
9902,cognizant,2,66.67,2,66.67,1,69.67,Medium
9903,cognizant,1,33.33,2,66.67,1,67.3,Medium
9904,cognizant,1,33.33,2,66.67,1,65.9,Medium
9905,cognizant,1,33.33,2,66.67,1,71.1,Medium
9906,cognizant,1,33.33,2,66.67,1,69.5,Medium
9907,cognizant,2,66.67,2,66.67,1,71.67,Medium
9908,cognizant,1,33.33,1,33.33,1,66.93,Medium
9909,cognizant,1,33.33,1,33.33,1,66.73,Medium
9911,cognizant,2,66.67,1,33.33,1,70.3,Medium
9913,cognizant,1,33.33,1,33.33,1,62.53,Medium
9915,cognizant,1,33.33,1,33.33,1,66.33,Medium
9916,cognizant,1,33.33,1,33.33,1,65.73,Medium
9922,cognizant,1,33.33,2,66.67,1,76.3,High
9924,cognizant,1,33.33,1,33.33,1,65.73,Medium
9925,cognizant,2,66.67,2,66.67,1,73.27,Medium
9930,cognizant,1,33.33,2,66.67,1,65.7,Medium
9931,cognizant,2,66.67,2,66.67,1,73.87,Medium
9932,cognizant,1,33.33,1,33.33,1,65.53,Medium
9935,cognizant,1,33.33,1,33.33,1,65.13,Medium
9940,cognizant,1,33.33,1,33.33,1,62.53,Medium
9942,cognizant,2,66.67,2,66.67,1,78.27,High
9943,cognizant,1,33.33,2,66.67,1,68.9,Medium
9944,cognizant,1,33.33,1,33.33,1,66.33,Medium
9947,cognizant,1,33.33,2,66.67,1,67.7,Medium
9949,cognizant,1,33.33,1,33.33,1,69.53,Medium
9950,cognizant,2,66.67,1,33.33,1,70.1,Medium
9952,cognizant,1,33.33,2,66.67,1,70.1,Medium
9953,cognizant,1,33.33,1,33.33,1,65.73,Medium
9955,cognizant,1,33.33,2,66.67,1,68.7,Medium
9956,cognizant,1,33.33,1,33.33,1,64.93,Medium
9957,cognizant,1,33.33,2,66.67,1,65.5,Medium
9958,cognizant,1,33.33,1,33.33,1,65.53,Medium
9960,cognizant,1,33.33,2,66.67,1,65.3,Medium
9962,cognizant,1,33.33,1,33.33,1,65.93,Medium
9963,cognizant,2,66.67,1,33.33,1,65.7,Medium
9964,cognizant,1,33.33,1,33.33,1,65.13,Medium
9968,cognizant,1,33.33,2,66.67,1,63.9,Medium
9969,cognizant,1,33.33,1,33.33,1,64.93,Medium
9974,cognizant,1,33.33,1,33.33,1,62.33,Medium
9976,cognizant,1,33.33,2,66.67,1,65.7,Medium
9977,cognizant,2,66.67,2,66.67,1,78.47,High
9980,cognizant,1,33.33,2,66.67,1,68.3,Medium
9981,cognizant,1,33.33,2,66.67,1,76.3,High
9982,cognizant,1,33.33,2,66.67,1,69.3,Medium
9983,cognizant,1,33.33,1,33.33,1,65.73,Medium
9986,cognizant,1,33.33,2,66.67,1,72.3,Medium
9987,cognizant,1,33.33,1,33.33,1,63.53,Medium
9988,cognizant,2,66.67,1,33.33,1,70.5,Medium
9994,cognizant,1,33.33,3,100.0,1,76.27,High
9995,cognizant,3,100.0,1,33.33,1,80.67,High
9996,cognizant,1,33.33,2,66.67,1,63.7,Medium
9997,cognizant,1,33.33,1,33.33,1,64.93,Medium
9998,cognizant,1,33.33,2,66.67,1,67.7,Medium
9999,cognizant,1,33.33,1,33.33,1,61.53,Medium
10000,cognizant,1,33.33,2,66.67,1,69.1,Medium
1,accenture,1,33.33,1,33.33,1,64.93,Medium
10,accenture,1,33.33,2,66.67,1,67.9,Medium
15,accenture,1,33.33,1,33.33,1,64.33,Medium
17,accenture,1,33.33,1,33.33,1,63.73,Medium
21,accenture,1,33.33,2,66.67,1,70.5,Medium
23,accenture,1,33.33,2,66.67,1,73.1,Medium
27,accenture,1,33.33,1,33.33,1,65.93,Medium
30,accenture,1,33.33,2,66.67,1,69.3,Medium
32,accenture,1,33.33,2,66.67,1,63.7,Medium
33,accenture,1,33.33,1,33.33,1,66.53,Medium
35,accenture,2,66.67,1,33.33,1,66.7,Medium
36,accenture,2,66.67,2,66.67,1,71.67,Medium
37,accenture,1,33.33,2,66.67,1,72.7,Medium
39,accenture,1,33.33,1,33.33,1,63.33,Medium
40,accenture,1,33.33,2,66.67,1,65.9,Medium
41,accenture,1,33.33,1,33.33,1,64.53,Medium
45,accenture,1,33.33,1,33.33,1,62.93,Medium
49,accenture,1,33.33,1,33.33,1,63.53,Medium
50,accenture,1,33.33,1,33.33,1,68.73,Medium
54,accenture,2,66.67,2,66.67,1,66.87,Medium
58,accenture,1,33.33,1,33.33,1,64.53,Medium
65,accenture,1,33.33,2,66.67,1,68.7,Medium
73,accenture,1,33.33,3,100.0,1,70.67,Medium
74,accenture,1,33.33,2,66.67,1,70.7,Medium
76,accenture,1,33.33,2,66.67,1,69.7,Medium
80,accenture,1,33.33,2,66.67,1,67.1,Medium
81,accenture,1,33.33,2,66.67,1,72.9,Medium
84,accenture,1,33.33,1,33.33,1,64.93,Medium
87,accenture,1,33.33,2,66.67,1,72.7,Medium
90,accenture,1,33.33,2,66.67,1,68.3,Medium
92,accenture,1,33.33,1,33.33,1,64.33,Medium
95,accenture,1,33.33,1,33.33,1,64.93,Medium
96,accenture,1,33.33,2,66.67,1,66.9,Medium
98,accenture,1,33.33,1,33.33,1,60.93,Medium
99,accenture,2,66.67,1,33.33,1,66.7,Medium
102,accenture,1,33.33,2,66.67,1,70.3,Medium
107,accenture,2,66.67,2,66.67,1,70.07,Medium
110,accenture,1,33.33,2,66.67,1,66.9,Medium
112,accenture,1,33.33,2,66.67,1,63.1,Medium
117,accenture,1,33.33,2,66.67,1,71.1,Medium
121,accenture,1,33.33,2,66.67,1,73.7,Medium
127,accenture,2,66.67,1,33.33,1,63.3,Medium
132,accenture,1,33.33,2,66.67,1,67.7,Medium
137,accenture,1,33.33,2,66.67,1,65.5,Medium
138,accenture,1,33.33,1,33.33,1,65.93,Medium
141,accenture,2,66.67,2,66.67,1,71.87,Medium
143,accenture,1,33.33,2,66.67,1,67.9,Medium
145,accenture,1,33.33,1,33.33,1,67.13,Medium
152,accenture,1,33.33,1,33.33,1,65.33,Medium
154,accenture,1,33.33,1,33.33,1,60.13,Medium
155,accenture,1,33.33,2,66.67,1,65.1,Medium
160,accenture,2,66.67,1,33.33,1,74.3,Medium
163,accenture,1,33.33,2,66.67,1,68.3,Medium
166,accenture,1,33.33,2,66.67,1,72.7,Medium
167,accenture,1,33.33,1,33.33,1,65.33,Medium
168,accenture,2,66.67,1,33.33,1,68.9,Medium
169,accenture,1,33.33,1,33.33,1,63.53,Medium
170,accenture,1,33.33,2,66.67,1,70.9,Medium
173,accenture,1,33.33,2,66.67,1,70.1,Medium
175,accenture,2,66.67,2,66.67,1,71.07,Medium
176,accenture,1,33.33,2,66.67,1,66.9,Medium
179,accenture,1,33.33,1,33.33,1,66.93,Medium
180,accenture,1,33.33,2,66.67,1,65.7,Medium
181,accenture,1,33.33,3,100.0,1,68.47,Medium
182,accenture,1,33.33,1,33.33,1,66.53,Medium
185,accenture,1,33.33,1,33.33,1,68.53,Medium
189,accenture,1,33.33,2,66.67,1,68.5,Medium
190,accenture,1,33.33,2,66.67,1,70.1,Medium
197,accenture,1,33.33,1,33.33,1,67.93,Medium
198,accenture,1,33.33,1,33.33,1,61.13,Medium
199,accenture,1,33.33,3,100.0,1,74.07,Medium
201,accenture,1,33.33,2,66.67,1,70.5,Medium
203,accenture,1,33.33,1,33.33,1,64.13,Medium
204,accenture,1,33.33,2,66.67,1,68.3,Medium
205,accenture,1,33.33,2,66.67,1,69.3,Medium
206,accenture,1,33.33,1,33.33,1,65.73,Medium
211,accenture,1,33.33,2,66.67,1,71.5,Medium
213,accenture,1,33.33,3,100.0,1,75.67,High
216,accenture,1,33.33,2,66.67,1,73.1,Medium
217,accenture,1,33.33,1,33.33,1,62.93,Medium
218,accenture,1,33.33,2,66.67,1,66.5,Medium
220,accenture,2,66.67,1,33.33,1,75.1,High
222,accenture,1,33.33,1,33.33,1,69.73,Medium
224,accenture,1,33.33,1,33.33,1,62.33,Medium
226,accenture,1,33.33,1,33.33,1,64.93,Medium
234,accenture,1,33.33,2,66.67,1,67.5,Medium
238,accenture,1,33.33,1,33.33,1,64.53,Medium
240,accenture,1,33.33,2,66.67,1,64.3,Medium
242,accenture,1,33.33,1,33.33,1,60.73,Medium
244,accenture,1,33.33,1,33.33,1,62.53,Medium
246,accenture,1,33.33,2,66.67,1,61.7,Medium
247,accenture,1,33.33,2,66.67,1,62.7,Medium
250,accenture,2,66.67,2,66.67,1,73.07,Medium
252,accenture,1,33.33,1,33.33,1,61.33,Medium
256,accenture,1,33.33,1,33.33,1,62.93,Medium
257,accenture,1,33.33,2,66.67,1,72.1,Medium
258,accenture,2,66.67,1,33.33,1,65.5,Medium
259,accenture,1,33.33,1,33.33,1,68.53,Medium
262,accenture,1,33.33,2,66.67,1,64.9,Medium
265,accenture,2,66.67,1,33.33,1,72.7,Medium
266,accenture,1,33.33,2,66.67,1,67.5,Medium
267,accenture,2,66.67,1,33.33,1,74.1,Medium
271,accenture,1,33.33,1,33.33,1,68.33,Medium
273,accenture,2,66.67,1,33.33,1,74.1,Medium
274,accenture,2,66.67,2,66.67,1,72.27,Medium
282,accenture,1,33.33,1,33.33,1,66.73,Medium
284,accenture,1,33.33,2,66.67,1,61.9,Medium
285,accenture,2,66.67,1,33.33,1,68.3,Medium
289,accenture,1,33.33,3,100.0,1,74.07,Medium
291,accenture,1,33.33,1,33.33,1,62.73,Medium
294,accenture,2,66.67,3,100.0,1,79.43,High
296,accenture,1,33.33,2,66.67,1,71.7,Medium
297,accenture,2,66.67,1,33.33,1,70.7,Medium
298,accenture,1,33.33,2,66.67,1,73.3,Medium
299,accenture,2,66.67,2,66.67,1,74.47,Medium
303,accenture,1,33.33,2,66.67,1,68.1,Medium
304,accenture,1,33.33,1,33.33,1,60.53,Medium
313,accenture,1,33.33,1,33.33,1,66.13,Medium
314,accenture,1,33.33,2,66.67,1,69.3,Medium
315,accenture,1,33.33,3,100.0,1,80.27,High
319,accenture,2,66.67,2,66.67,1,75.27,High
321,accenture,1,33.33,2,66.67,1,70.5,Medium
325,accenture,1,33.33,2,66.67,1,69.1,Medium
326,accenture,1,33.33,2,66.67,1,67.7,Medium
330,accenture,1,33.33,3,100.0,1,74.27,Medium
332,accenture,1,33.33,1,33.33,1,66.33,Medium
333,accenture,1,33.33,2,66.67,1,73.9,Medium
336,accenture,2,66.67,1,33.33,1,63.7,Medium
337,accenture,1,33.33,1,33.33,1,65.33,Medium
338,accenture,1,33.33,1,33.33,1,63.53,Medium
339,accenture,1,33.33,2,66.67,1,65.7,Medium
341,accenture,1,33.33,1,33.33,1,63.13,Medium
342,accenture,1,33.33,2,66.67,1,66.3,Medium
345,accenture,1,33.33,1,33.33,1,66.13,Medium
347,accenture,1,33.33,2,66.67,1,67.3,Medium
349,accenture,1,33.33,1,33.33,1,65.33,Medium
350,accenture,1,33.33,1,33.33,1,64.33,Medium
351,accenture,1,33.33,1,33.33,1,63.93,Medium
352,accenture,1,33.33,2,66.67,1,68.3,Medium
353,accenture,1,33.33,1,33.33,1,64.93,Medium
354,accenture,1,33.33,1,33.33,1,66.13,Medium
359,accenture,2,66.67,1,33.33,1,68.7,Medium
361,accenture,1,33.33,2,66.67,1,66.5,Medium
367,accenture,1,33.33,2,66.67,1,69.3,Medium
368,accenture,1,33.33,2,66.67,1,72.1,Medium
371,accenture,1,33.33,3,100.0,1,73.67,Medium
372,accenture,2,66.67,3,100.0,1,77.63,High
375,accenture,1,33.33,1,33.33,1,65.33,Medium
377,accenture,1,33.33,2,66.67,1,66.3,Medium
379,accenture,1,33.33,1,33.33,1,67.13,Medium
381,accenture,1,33.33,1,33.33,1,63.93,Medium
385,accenture,1,33.33,2,66.67,1,69.1,Medium
390,accenture,1,33.33,1,33.33,1,61.73,Medium
391,accenture,1,33.33,1,33.33,1,64.73,Medium
392,accenture,1,33.33,2,66.67,1,70.1,Medium
395,accenture,1,33.33,2,66.67,1,74.5,Medium
397,accenture,1,33.33,2,66.67,1,65.3,Medium
401,accenture,1,33.33,1,33.33,1,62.13,Medium
407,accenture,1,33.33,1,33.33,1,63.73,Medium
408,accenture,1,33.33,1,33.33,1,65.33,Medium
410,accenture,1,33.33,3,100.0,1,75.47,High
415,accenture,1,33.33,2,66.67,1,66.1,Medium
416,accenture,1,33.33,3,100.0,1,68.27,Medium
417,accenture,1,33.33,2,66.67,1,64.1,Medium
423,accenture,1,33.33,2,66.67,1,73.1,Medium
425,accenture,1,33.33,2,66.67,1,63.5,Medium
430,accenture,1,33.33,1,33.33,1,65.13,Medium
431,accenture,1,33.33,1,33.33,1,67.33,Medium
432,accenture,1,33.33,2,66.67,1,69.9,Medium
433,accenture,1,33.33,2,66.67,1,74.1,Medium
434,accenture,1,33.33,1,33.33,1,66.73,Medium
437,accenture,1,33.33,1,33.33,1,63.53,Medium
438,accenture,1,33.33,2,66.67,1,69.5,Medium
443,accenture,2,66.67,2,66.67,1,71.47,Medium
445,accenture,1,33.33,1,33.33,1,64.73,Medium
447,accenture,1,33.33,2,66.67,1,71.1,Medium
451,accenture,1,33.33,1,33.33,1,62.93,Medium
452,accenture,1,33.33,1,33.33,1,60.13,Medium
459,accenture,1,33.33,1,33.33,1,61.33,Medium
461,accenture,1,33.33,2,66.67,1,69.3,Medium
464,accenture,1,33.33,2,66.67,1,68.9,Medium
465,accenture,1,33.33,1,33.33,1,63.53,Medium
466,accenture,1,33.33,1,33.33,1,60.73,Medium
468,accenture,1,33.33,2,66.67,1,69.1,Medium
469,accenture,1,33.33,2,66.67,1,68.3,Medium
470,accenture,1,33.33,2,66.67,1,67.3,Medium
471,accenture,2,66.67,2,66.67,1,73.87,Medium
473,accenture,1,33.33,1,33.33,1,70.13,Medium
474,accenture,1,33.33,1,33.33,1,66.73,Medium
475,accenture,1,33.33,2,66.67,1,69.1,Medium
476,accenture,1,33.33,1,33.33,1,62.73,Medium
478,accenture,1,33.33,2,66.67,1,73.9,Medium
483,accenture,1,33.33,1,33.33,1,62.93,Medium
488,accenture,1,33.33,2,66.67,1,67.7,Medium
489,accenture,1,33.33,1,33.33,1,65.93,Medium
491,accenture,2,66.67,2,66.67,1,76.87,High
493,accenture,1,33.33,2,66.67,1,71.9,Medium
494,accenture,2,66.67,2,66.67,1,69.47,Medium
495,accenture,1,33.33,2,66.67,1,70.9,Medium
498,accenture,1,33.33,2,66.67,1,68.1,Medium
500,accenture,1,33.33,2,66.67,1,64.7,Medium
505,accenture,1,33.33,2,66.67,1,69.9,Medium
509,accenture,1,33.33,2,66.67,1,71.9,Medium
512,accenture,1,33.33,1,33.33,1,62.73,Medium
516,accenture,1,33.33,1,33.33,1,67.53,Medium
517,accenture,1,33.33,3,100.0,1,72.27,Medium
519,accenture,1,33.33,2,66.67,1,73.1,Medium
523,accenture,2,66.67,1,33.33,1,69.7,Medium
526,accenture,1,33.33,2,66.67,1,66.1,Medium
528,accenture,2,66.67,2,66.67,1,70.07,Medium
531,accenture,1,33.33,1,33.33,1,62.53,Medium
535,accenture,1,33.33,1,33.33,1,61.13,Medium
536,accenture,1,33.33,2,66.67,1,63.7,Medium
538,accenture,1,33.33,1,33.33,1,65.33,Medium
542,accenture,1,33.33,1,33.33,1,62.33,Medium
546,accenture,1,33.33,2,66.67,1,64.9,Medium
547,accenture,1,33.33,1,33.33,1,65.13,Medium
550,accenture,1,33.33,2,66.67,1,68.5,Medium
552,accenture,1,33.33,1,33.33,1,62.13,Medium
565,accenture,1,33.33,1,33.33,1,66.33,Medium
569,accenture,2,66.67,2,66.67,1,73.67,Medium
570,accenture,1,33.33,1,33.33,1,67.13,Medium
573,accenture,1,33.33,2,66.67,1,65.5,Medium
574,accenture,2,66.67,2,66.67,1,71.27,Medium
580,accenture,1,33.33,1,33.33,1,64.33,Medium
582,accenture,1,33.33,3,100.0,1,73.07,Medium
583,accenture,1,33.33,1,33.33,1,63.33,Medium
585,accenture,1,33.33,2,66.67,1,72.1,Medium
586,accenture,2,66.67,1,33.33,1,65.1,Medium
587,accenture,1,33.33,1,33.33,1,67.93,Medium
588,accenture,2,66.67,2,66.67,1,72.27,Medium
590,accenture,2,66.67,2,66.67,1,71.47,Medium
592,accenture,1,33.33,1,33.33,1,69.73,Medium
594,accenture,1,33.33,3,100.0,1,76.87,High
595,accenture,2,66.67,1,33.33,1,65.5,Medium
596,accenture,1,33.33,2,66.67,1,66.1,Medium
598,accenture,1,33.33,1,33.33,1,70.53,Medium
599,accenture,1,33.33,1,33.33,1,69.93,Medium
604,accenture,1,33.33,1,33.33,1,62.33,Medium
605,accenture,1,33.33,1,33.33,1,65.93,Medium
607,accenture,1,33.33,1,33.33,1,62.73,Medium
609,accenture,1,33.33,2,66.67,1,71.7,Medium
612,accenture,1,33.33,1,33.33,1,65.93,Medium
614,accenture,1,33.33,1,33.33,1,61.73,Medium
615,accenture,2,66.67,2,66.67,1,71.67,Medium
618,accenture,1,33.33,2,66.67,1,66.3,Medium
619,accenture,2,66.67,1,33.33,1,72.5,Medium
620,accenture,1,33.33,1,33.33,1,69.33,Medium
621,accenture,1,33.33,2,66.67,1,70.9,Medium
622,accenture,1,33.33,1,33.33,1,64.73,Medium
625,accenture,1,33.33,1,33.33,1,65.73,Medium
628,accenture,2,66.67,2,66.67,1,75.27,High
631,accenture,1,33.33,2,66.67,1,65.7,Medium
635,accenture,2,66.67,2,66.67,1,70.07,Medium
636,accenture,1,33.33,2,66.67,1,60.3,Medium
637,accenture,1,33.33,3,100.0,1,71.07,Medium
638,accenture,1,33.33,1,33.33,1,67.73,Medium
639,accenture,1,33.33,1,33.33,1,64.93,Medium
646,accenture,1,33.33,1,33.33,1,67.73,Medium
647,accenture,1,33.33,1,33.33,1,76.13,High
649,accenture,2,66.67,1,33.33,1,66.9,Medium
650,accenture,1,33.33,3,100.0,1,70.27,Medium
653,accenture,1,33.33,2,66.67,1,71.7,Medium
654,accenture,1,33.33,1,33.33,1,66.73,Medium
656,accenture,2,66.67,2,66.67,1,76.87,High
661,accenture,1,33.33,1,33.33,1,62.73,Medium
664,accenture,1,33.33,1,33.33,1,62.53,Medium
669,accenture,1,33.33,1,33.33,1,62.73,Medium
673,accenture,1,33.33,1,33.33,1,61.33,Medium
676,accenture,1,33.33,1,33.33,1,64.93,Medium
677,accenture,1,33.33,1,33.33,1,61.53,Medium
679,accenture,2,66.67,1,33.33,1,71.1,Medium
681,accenture,1,33.33,2,66.67,1,65.1,Medium
683,accenture,2,66.67,2,66.67,1,74.27,Medium
687,accenture,1,33.33,2,66.67,1,70.9,Medium
688,accenture,2,66.67,3,100.0,1,77.63,High
689,accenture,1,33.33,2,66.67,1,70.5,Medium
693,accenture,1,33.33,2,66.67,1,74.3,Medium
696,accenture,1,33.33,2,66.67,1,70.3,Medium
697,accenture,2,66.67,2,66.67,1,72.67,Medium
698,accenture,1,33.33,2,66.67,1,60.3,Medium
703,accenture,1,33.33,1,33.33,1,69.73,Medium
705,accenture,2,66.67,2,66.67,1,66.27,Medium
706,accenture,1,33.33,2,66.67,1,67.9,Medium
708,accenture,1,33.33,2,66.67,1,68.5,Medium
709,accenture,1,33.33,1,33.33,1,61.13,Medium
710,accenture,1,33.33,1,33.33,1,69.53,Medium
718,accenture,1,33.33,2,66.67,1,67.9,Medium
724,accenture,1,33.33,2,66.67,1,69.3,Medium
727,accenture,1,33.33,2,66.67,1,67.9,Medium
732,accenture,1,33.33,1,33.33,1,60.33,Medium
735,accenture,1,33.33,2,66.67,1,70.1,Medium
736,accenture,1,33.33,2,66.67,1,72.3,Medium
743,accenture,1,33.33,1,33.33,1,64.33,Medium
744,accenture,2,66.67,1,33.33,1,68.5,Medium
745,accenture,1,33.33,2,66.67,1,66.1,Medium
747,accenture,1,33.33,1,33.33,1,66.53,Medium
748,accenture,1,33.33,3,100.0,1,80.07,High
752,accenture,1,33.33,2,66.67,1,66.1,Medium
755,accenture,1,33.33,1,33.33,1,67.13,Medium
757,accenture,1,33.33,2,66.67,1,68.1,Medium
761,accenture,1,33.33,1,33.33,1,60.53,Medium
762,accenture,1,33.33,1,33.33,1,65.13,Medium
769,accenture,1,33.33,1,33.33,1,64.93,Medium
771,accenture,1,33.33,1,33.33,1,63.53,Medium
774,accenture,1,33.33,1,33.33,1,64.33,Medium
775,accenture,1,33.33,1,33.33,1,62.13,Medium
779,accenture,1,33.33,1,33.33,1,63.13,Medium
783,accenture,2,66.67,1,33.33,1,65.1,Medium
788,accenture,1,33.33,1,33.33,1,61.13,Medium
789,accenture,1,33.33,2,66.67,1,73.7,Medium
790,accenture,1,33.33,2,66.67,1,65.9,Medium
792,accenture,1,33.33,1,33.33,1,72.53,Medium
795,accenture,1,33.33,2,66.67,1,65.1,Medium
798,accenture,1,33.33,1,33.33,1,66.73,Medium
800,accenture,1,33.33,2,66.67,1,73.1,Medium
801,accenture,1,33.33,1,33.33,1,62.53,Medium
804,accenture,1,33.33,1,33.33,1,67.73,Medium
806,accenture,1,33.33,2,66.67,1,60.1,Medium
811,accenture,1,33.33,2,66.67,1,71.1,Medium
818,accenture,1,33.33,1,33.33,1,66.53,Medium
822,accenture,1,33.33,1,33.33,1,65.33,Medium
825,accenture,1,33.33,1,33.33,1,65.73,Medium
830,accenture,2,66.67,2,66.67,1,76.47,High
831,accenture,1,33.33,2,66.67,1,70.5,Medium
833,accenture,1,33.33,1,33.33,1,63.53,Medium
836,accenture,1,33.33,2,66.67,1,71.1,Medium
838,accenture,1,33.33,2,66.67,1,67.7,Medium
839,accenture,1,33.33,2,66.67,1,68.5,Medium
841,accenture,1,33.33,2,66.67,1,68.9,Medium
844,accenture,1,33.33,1,33.33,1,61.13,Medium
847,accenture,1,33.33,1,33.33,1,66.13,Medium
849,accenture,1,33.33,2,66.67,1,66.1,Medium
850,accenture,1,33.33,1,33.33,1,61.13,Medium
855,accenture,1,33.33,2,66.67,1,68.5,Medium
858,accenture,1,33.33,1,33.33,1,67.13,Medium
859,accenture,1,33.33,2,66.67,1,66.1,Medium
866,accenture,1,33.33,1,33.33,1,61.73,Medium
870,accenture,1,33.33,2,66.67,1,72.5,Medium
873,accenture,1,33.33,2,66.67,1,70.3,Medium
877,accenture,1,33.33,1,33.33,1,63.93,Medium
881,accenture,1,33.33,1,33.33,1,66.53,Medium
885,accenture,1,33.33,1,33.33,1,65.73,Medium
887,accenture,1,33.33,2,66.67,1,68.1,Medium
892,accenture,1,33.33,1,33.33,1,62.93,Medium
893,accenture,1,33.33,2,66.67,1,74.1,Medium
894,accenture,1,33.33,1,33.33,1,64.13,Medium
895,accenture,1,33.33,2,66.67,1,72.9,Medium
896,accenture,1,33.33,1,33.33,1,63.53,Medium
897,accenture,1,33.33,2,66.67,1,71.9,Medium
898,accenture,1,33.33,2,66.67,1,68.1,Medium
900,accenture,1,33.33,1,33.33,1,63.13,Medium
901,accenture,1,33.33,1,33.33,1,62.93,Medium
902,accenture,1,33.33,2,66.67,1,67.7,Medium
904,accenture,1,33.33,2,66.67,1,61.7,Medium
905,accenture,2,66.67,1,33.33,1,75.1,High
907,accenture,1,33.33,2,66.67,1,67.1,Medium
908,accenture,1,33.33,3,100.0,1,66.47,Medium
909,accenture,1,33.33,2,66.67,1,69.1,Medium
910,accenture,1,33.33,1,33.33,1,64.93,Medium
913,accenture,1,33.33,1,33.33,1,62.53,Medium
916,accenture,1,33.33,1,33.33,1,67.33,Medium
919,accenture,1,33.33,1,33.33,1,65.93,Medium
924,accenture,2,66.67,2,66.67,1,68.67,Medium
929,accenture,1,33.33,1,33.33,1,63.53,Medium
931,accenture,1,33.33,2,66.67,1,68.1,Medium
939,accenture,1,33.33,2,66.67,1,75.1,High
940,accenture,1,33.33,1,33.33,1,64.53,Medium
942,accenture,1,33.33,1,33.33,1,63.33,Medium
948,accenture,1,33.33,2,66.67,1,67.9,Medium
952,accenture,1,33.33,2,66.67,1,67.5,Medium
953,accenture,1,33.33,2,66.67,1,73.5,Medium
954,accenture,1,33.33,2,66.67,1,72.7,Medium
955,accenture,1,33.33,2,66.67,1,67.5,Medium
958,accenture,1,33.33,1,33.33,1,66.93,Medium
963,accenture,1,33.33,1,33.33,1,61.33,Medium
966,accenture,1,33.33,2,66.67,1,72.5,Medium
969,accenture,1,33.33,1,33.33,1,67.73,Medium
971,accenture,1,33.33,1,33.33,1,68.13,Medium
972,accenture,1,33.33,3,100.0,1,69.27,Medium
973,accenture,2,66.67,1,33.33,1,66.1,Medium
975,accenture,1,33.33,2,66.67,1,70.5,Medium
